,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.002969789505004883,0.00011236639051119761,0.0011488437652587891,5.8574277465911885e-05,0.001,0.001,rbf,,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
1,0.00536346435546875,0.0029379989440590486,0.0021683216094970704,0.0021409232916384706,0.001,0.01,rbf,,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
2,0.003427410125732422,0.0012598070712049947,0.001224660873413086,0.00021799848639858803,0.001,0.1,rbf,,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
3,0.0025461673736572265,0.00012210044637913901,0.0038212299346923827,0.004191045747881699,0.001,1,rbf,,"{'C': 0.001, 'gamma': 1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
4,0.008643054962158203,0.007831320208364306,0.0031524658203125,0.004017990985898812,0.001,10,rbf,,"{'C': 0.001, 'gamma': 10, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
5,0.004265213012695312,0.0035040577068832105,0.0013669490814208984,0.0006034436050363711,0.001,100,rbf,,"{'C': 0.001, 'gamma': 100, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
6,0.007319974899291992,0.009882760915481643,0.0011252403259277345,5.2081140216521945e-05,0.01,0.001,rbf,,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
7,0.0025064945220947266,0.0001650997963275028,0.001138019561767578,8.765291666725335e-05,0.01,0.01,rbf,,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
8,0.0024147510528564455,7.634852364528721e-05,0.0012369632720947265,0.00036040191509394457,0.01,0.1,rbf,,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
9,0.0020819187164306642,0.0003844619283365332,0.0009284496307373046,0.00018266002793518242,0.01,1,rbf,,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
10,0.006038188934326172,0.007203363903474771,0.0015782833099365235,0.0009869608674918362,0.01,10,rbf,,"{'C': 0.01, 'gamma': 10, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
11,0.004632377624511718,0.004027367190334563,0.003139781951904297,0.00387214696198507,0.01,100,rbf,,"{'C': 0.01, 'gamma': 100, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
12,0.0045071601867675785,0.0041332769390592765,0.001120281219482422,5.6683364096247725e-05,0.1,0.001,rbf,,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
13,0.00238037109375,0.00014427086274037298,0.0010741710662841796,7.277066222634604e-05,0.1,0.01,rbf,,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
14,0.002399730682373047,9.912496074611275e-05,0.0031366825103759767,0.004084725913651034,0.1,0.1,rbf,,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
15,0.002461862564086914,6.13621802113235e-05,0.0010706424713134766,3.6860961934906807e-05,0.1,1,rbf,,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
16,0.005098915100097657,0.005099375266075546,0.002916240692138672,0.0034327287960718017,0.1,10,rbf,,"{'C': 0.1, 'gamma': 10, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
17,0.004611778259277344,0.0027271802552932033,0.0012408733367919923,0.0002937522252446883,0.1,100,rbf,,"{'C': 0.1, 'gamma': 100, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
18,0.002365732192993164,0.00011558188458468426,0.001074504852294922,8.115516282141739e-05,1,0.001,rbf,,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
19,0.002374744415283203,4.927682350336144e-05,0.0010515689849853516,4.089962145654701e-05,1,0.01,rbf,,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
20,0.0026486396789550783,0.0001524150435652554,0.002105426788330078,0.001243950634293981,1,0.1,rbf,,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
21,0.005339717864990235,0.005600267611848772,0.0011104583740234376,3.8735968608490474e-05,1,1,rbf,,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.5,0.5641025641025641,0.5128205128205128,0.54,0.027526779274658592,38,0.5786163522012578,0.5723270440251572,0.6125,0.5838509316770186,0.6273291925465838,0.5949247040900035,0.021251761882934202
22,0.003828573226928711,0.002441108159217885,0.0012363910675048829,0.0003115797681738205,1,10,rbf,,"{'C': 1, 'gamma': 10, 'kernel': 'rbf'}",0.5121951219512195,0.6341463414634146,0.5,0.46153846153846156,0.5384615384615384,0.53,0.05827894364215113,44,0.6918238993710691,0.7232704402515723,0.7125,0.7267080745341615,0.7204968944099379,0.7149598617133481,0.012482536796327643
23,0.0027824878692626954,0.0001969930591811935,0.00303802490234375,0.0035738064505054326,1,100,rbf,,"{'C': 1, 'gamma': 100, 'kernel': 'rbf'}",0.6097560975609756,0.4878048780487805,0.525,0.5384615384615384,0.5641025641025641,0.545,0.04110649084686735,37,0.8742138364779874,0.8742138364779874,0.85625,0.8695652173913043,0.9006211180124224,0.8749728016719404,0.014413698051726338
24,0.0030105113983154297,0.0011248863765847784,0.0010899543762207032,6.267055369090243e-05,10,0.001,rbf,,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
25,0.0027360439300537108,9.054275067845186e-05,0.0011342525482177734,8.995209131242292e-05,10,0.01,rbf,,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
26,0.004539012908935547,0.0034405310089469635,0.0010712623596191406,6.217166639834318e-05,10,0.1,rbf,,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.4358974358974359,0.535,0.04900973726175792,40,0.5849056603773585,0.559748427672956,0.5625,0.6211180124223602,0.6086956521739131,0.5873935505293175,0.02441823145749582
27,0.0026534080505371095,0.0001560121553500124,0.0010364532470703125,2.5939853752212525e-05,10,1,rbf,,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.4878048780487805,0.4878048780487805,0.5,0.48717948717948717,0.48717948717948717,0.49,0.005007811284250007,49,0.610062893081761,0.6352201257861635,0.61875,0.6583850931677019,0.6211180124223602,0.6287072248915974,0.016897025333215306
28,0.002936649322509766,0.00019608025183134143,0.001017284393310547,1.8751526515258212e-05,10,10,rbf,,"{'C': 10, 'gamma': 10, 'kernel': 'rbf'}",0.5853658536585366,0.5121951219512195,0.5,0.46153846153846156,0.6153846153846154,0.535,0.056426993793022705,40,0.7735849056603774,0.7924528301886793,0.775,0.7763975155279503,0.8074534161490683,0.784977733505215,0.013145381040311606
29,0.0037367820739746095,0.0013368551954483596,0.0025626659393310548,0.0019060202061349529,10,100,rbf,,"{'C': 10, 'gamma': 100, 'kernel': 'rbf'}",0.5121951219512195,0.5121951219512195,0.55,0.46153846153846156,0.5641025641025641,0.52,0.03536550861361514,46,0.949685534591195,0.9685534591194969,0.96875,0.968944099378882,0.9503105590062112,0.9612487304191571,0.009189101172053033
30,0.0027027130126953125,0.00013634799801475828,0.0013848304748535155,0.00032159188296720183,100,0.001,rbf,,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
31,0.004810619354248047,0.0030814797960946765,0.0011715888977050781,6.689993041892522e-05,100,0.01,rbf,,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
32,0.003900480270385742,0.0009136796898941044,0.001162242889404297,2.5355633738141043e-05,100,0.1,rbf,,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.5609756097560976,0.5609756097560976,0.5,0.5384615384615384,0.5128205128205128,0.535,0.024897852606505268,40,0.5849056603773585,0.5660377358490566,0.6,0.6086956521739131,0.6273291925465838,0.5973936481893825,0.02083174624498141
33,0.007134628295898437,0.003625897629288039,0.0011946678161621094,4.423095831197505e-05,100,1,rbf,,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.4878048780487805,0.5365853658536586,0.575,0.4358974358974359,0.4358974358974359,0.495,0.054840150905559965,48,0.6729559748427673,0.6666666666666666,0.63125,0.6645962732919255,0.6521739130434783,0.6575285655689675,0.014769547407158462
34,0.008252763748168945,0.0034554798766828973,0.005612516403198242,0.005199117640938767,100,10,rbf,,"{'C': 100, 'gamma': 10, 'kernel': 'rbf'}",0.5365853658536586,0.5121951219512195,0.5,0.46153846153846156,0.6153846153846154,0.525,0.05064082773213598,45,0.8364779874213837,0.8364779874213837,0.80625,0.8260869565217391,0.84472049689441,0.8300026856517834,0.013266469342524224
35,0.005462265014648438,0.003114803094826754,0.0010390281677246094,0.0002979339465887679,100,100,rbf,,"{'C': 100, 'gamma': 100, 'kernel': 'rbf'}",0.4634146341463415,0.5121951219512195,0.475,0.5128205128205128,0.5897435897435898,0.51,0.0439595513096368,47,0.9937106918238994,0.9937106918238994,1.0,0.9937888198757764,1.0,0.9962420407047151,0.0030684935352185178
36,0.004019021987915039,0.0030352679042541073,0.001129293441772461,0.00016621209614704427,0.001,,linear,,"{'C': 0.001, 'kernel': 'linear'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
37,0.005140542984008789,0.003662403993254215,0.0023322105407714844,0.0016909962931987307,0.01,,linear,,"{'C': 0.01, 'kernel': 'linear'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
38,0.0019426822662353515,0.000293552914004638,0.0015438079833984375,0.0011842339327001283,0.1,,linear,,"{'C': 0.1, 'kernel': 'linear'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
39,0.0031494140625,0.0010642683479780586,0.00119781494140625,0.00038075406773784134,1,,linear,,"{'C': 1, 'kernel': 'linear'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
40,0.002112293243408203,0.00037287188888532287,0.0010001182556152344,0.0003414429887891964,10,,linear,,"{'C': 10, 'kernel': 'linear'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
41,0.002749204635620117,0.0005498425584827941,0.0022151947021484377,0.002512755946097631,100,,linear,,"{'C': 100, 'kernel': 'linear'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
42,0.003445863723754883,0.0026088152389015743,0.0024030208587646484,0.0031996446032494514,,,poly,0,"{'degree': 0, 'kernel': 'poly'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
43,0.0034506797790527345,0.0010456803437038176,0.0011813640594482422,0.0005390232071280743,,,poly,1,"{'degree': 1, 'kernel': 'poly'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
44,0.0038919925689697267,0.002442751307187012,0.0010920524597167968,0.0003254791594132391,,,poly,2,"{'degree': 2, 'kernel': 'poly'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
45,0.003939962387084961,0.0012095585949912935,0.0012615203857421875,0.0002827692755144898,,,poly,3,"{'degree': 3, 'kernel': 'poly'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
46,0.011982536315917969,0.004904497399580929,0.0012979984283447265,0.0001398145907288139,,,poly,4,"{'degree': 4, 'kernel': 'poly'}",0.5609756097560976,0.5609756097560976,0.55,0.5641025641025641,0.5641025641025641,0.56,0.005191757550824329,1,0.559748427672956,0.559748427672956,0.5625,0.5590062111801242,0.5590062111801242,0.560001855541232,0.0012924234981864715
47,0.07860021591186524,0.03845844981779488,0.0008599758148193359,9.401132086784097e-05,,,poly,5,"{'degree': 5, 'kernel': 'poly'}",0.5609756097560976,0.4878048780487805,0.525,0.5641025641025641,0.5641025641025641,0.54,0.03033557366184743,38,0.559748427672956,0.5786163522012578,0.56875,0.5590062111801242,0.5652173913043478,0.5662676764717371,0.00714120864260902
48,0.9068303585052491,1.013390097029281,0.0009805679321289063,0.0001443871576190001,,,poly,6,"{'degree': 6, 'kernel': 'poly'}",0.5609756097560976,0.4878048780487805,0.525,0.5641025641025641,0.5384615384615384,0.535,0.02797188796940347,40,0.5660377358490566,0.5723270440251572,0.56875,0.5652173913043478,0.5714285714285714,0.5687521485214265,0.0028215480430515724
